Effective Sparsity,Activation Error,Baseline Error,q,k,v,o,gate,up,down
0.0024242424242424242,0.00411224365234375,0.0103607177734375,0.0,0.0,0.0,0.0,0.0,0.0,0.009302325581395349
0.0048484848484848485,0.00699615478515625,0.012176513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.018604651162790697
0.007272727272727273,0.00968170166015625,0.013916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.027906976744186046
0.009696969696969697,0.012176513671875,0.0157928466796875,0.0,0.0,0.0,0.0,0.009302325581395349,0.0,0.027906976744186046
0.012121212121212121,0.0138702392578125,0.017852783203125,0.0,0.0,0.0,0.0,0.009302325581395349,0.009302325581395349,0.027906976744186046
0.014545454545454547,0.01552581787109375,0.0201416015625,0.0,0.0,0.0,0.0,0.009302325581395349,0.009302325581395349,0.037209302325581395
0.01696969696969697,0.01715087890625,0.0226593017578125,0.0,0.0,0.0,0.025,0.009302325581395349,0.009302325581395349,0.037209302325581395
0.019393939393939394,0.019378662109375,0.02545166015625,0.0,0.0,0.0,0.025,0.009302325581395349,0.009302325581395349,0.046511627906976744
0.02181818181818182,0.021392822265625,0.0284881591796875,0.0,0.0,0.0,0.05,0.009302325581395349,0.009302325581395349,0.046511627906976744
0.024242424242424242,0.0229339599609375,0.03179931640625,0.025,0.0,0.0,0.05,0.009302325581395349,0.009302325581395349,0.046511627906976744
0.02666666666666667,0.025360107421875,0.035308837890625,0.025,0.0,0.0,0.07500000000000001,0.009302325581395349,0.009302325581395349,0.046511627906976744
0.029090909090909094,0.0276641845703125,0.039031982421875,0.025,0.0,0.0,0.07500000000000001,0.018604651162790697,0.009302325581395349,0.046511627906976744
0.03151515151515152,0.029754638671875,0.04302978515625,0.025,0.0,0.0,0.07500000000000001,0.018604651162790697,0.009302325581395349,0.05581395348837209
0.033939393939393936,0.03192138671875,0.047271728515625,0.025,0.0,0.0,0.07500000000000001,0.018604651162790697,0.018604651162790697,0.05581395348837209
0.03636363636363636,0.034576416015625,0.05169677734375,0.025,0.0,0.0,0.07500000000000001,0.018604651162790697,0.018604651162790697,0.06511627906976744
0.03878787878787879,0.037322998046875,0.056365966796875,0.025,0.0,0.0,0.1,0.018604651162790697,0.018604651162790697,0.06511627906976744
0.041212121212121214,0.0400390625,0.0611572265625,0.05,0.0,0.0,0.1,0.018604651162790697,0.018604651162790697,0.06511627906976744
0.04363636363636364,0.043060302734375,0.066162109375,0.05,0.0,0.0,0.1,0.018604651162790697,0.018604651162790697,0.07441860465116279
0.046060606060606066,0.04638671875,0.07122802734375,0.05,0.0,0.0,0.1,0.027906976744186046,0.018604651162790697,0.07441860465116279
0.048484848484848485,0.04949951171875,0.07659912109375,0.05,0.0,0.0,0.125,0.027906976744186046,0.018604651162790697,0.07441860465116279
0.05090909090909091,0.052825927734375,0.0821533203125,0.05,0.0,0.0,0.125,0.027906976744186046,0.027906976744186046,0.07441860465116279
0.05333333333333334,0.055938720703125,0.08782958984375,0.05,0.0,0.0,0.125,0.027906976744186046,0.027906976744186046,0.08372093023255814
0.05575757575757576,0.059722900390625,0.09356689453125,0.05,0.0,0.0,0.15,0.027906976744186046,0.027906976744186046,0.08372093023255814
0.05818181818181819,0.0633544921875,0.09954833984375,0.05,0.0,0.0,0.15,0.027906976744186046,0.027906976744186046,0.09302325581395349
0.06060606060606061,0.067626953125,0.1055908203125,0.07500000000000001,0.0,0.0,0.15,0.027906976744186046,0.027906976744186046,0.09302325581395349
0.06303030303030303,0.07177734375,0.11181640625,0.07500000000000001,0.0,0.0,0.15,0.037209302325581395,0.027906976744186046,0.09302325581395349
0.06545454545454546,0.07568359375,0.1182861328125,0.07500000000000001,0.0,0.0,0.15,0.037209302325581395,0.027906976744186046,0.10232558139534884
0.06787878787878787,0.07958984375,0.124755859375,0.07500000000000001,0.0,0.0,0.175,0.037209302325581395,0.027906976744186046,0.10232558139534884
0.0703030303030303,0.0836181640625,0.13134765625,0.07500000000000001,0.0,0.0,0.175,0.037209302325581395,0.037209302325581395,0.10232558139534884
0.07272727272727272,0.08782958984375,0.13818359375,0.07500000000000001,0.0,0.0,0.175,0.037209302325581395,0.037209302325581395,0.11162790697674418
0.07515151515151515,0.09234619140625,0.14501953125,0.07500000000000001,0.0,0.0,0.19999999999999998,0.037209302325581395,0.037209302325581395,0.11162790697674418
0.07757575757575758,0.09710693359375,0.1519775390625,0.07500000000000001,0.0,0.0,0.19999999999999998,0.037209302325581395,0.037209302325581395,0.12093023255813953
0.08,0.101806640625,0.1591796875,0.07500000000000001,0.0,0.0,0.19999999999999998,0.046511627906976744,0.037209302325581395,0.12093023255813953
0.08242424242424243,0.10687255859375,0.1663818359375,0.1,0.0,0.0,0.19999999999999998,0.046511627906976744,0.037209302325581395,0.12093023255813953
0.08484848484848485,0.11175537109375,0.1737060546875,0.1,0.0,0.0,0.22499999999999998,0.046511627906976744,0.037209302325581395,0.12093023255813953
0.08727272727272727,0.116455078125,0.18115234375,0.1,0.0,0.0,0.22499999999999998,0.046511627906976744,0.046511627906976744,0.12093023255813953
0.08969696969696969,0.12103271484375,0.1888427734375,0.1,0.0,0.0,0.22499999999999998,0.046511627906976744,0.046511627906976744,0.13023255813953488
0.09212121212121212,0.1263427734375,0.1966552734375,0.1,0.0,0.0,0.22499999999999998,0.046511627906976744,0.046511627906976744,0.13953488372093023
0.09454545454545454,0.131591796875,0.204345703125,0.1,0.0,0.0,0.24999999999999997,0.046511627906976744,0.046511627906976744,0.13953488372093023
0.09696969696969697,0.1368408203125,0.21240234375,0.1,0.0,0.0,0.24999999999999997,0.05581395348837209,0.046511627906976744,0.13953488372093023
0.09939393939393938,0.1424560546875,0.2203369140625,0.1,0.0,0.0,0.24999999999999997,0.05581395348837209,0.046511627906976744,0.14883720930232558
0.10181818181818182,0.14794921875,0.2286376953125,0.1,0.0,0.0,0.24999999999999997,0.05581395348837209,0.05581395348837209,0.14883720930232558
0.10424242424242426,0.1534423828125,0.23681640625,0.1,0.0,0.0,0.27499999999999997,0.05581395348837209,0.05581395348837209,0.14883720930232558
0.10666666666666667,0.1591796875,0.2452392578125,0.125,0.0,0.0,0.27499999999999997,0.05581395348837209,0.05581395348837209,0.14883720930232558
0.10909090909090909,0.1649169921875,0.253662109375,0.125,0.0,0.0,0.27499999999999997,0.05581395348837209,0.05581395348837209,0.15813953488372093
0.11151515151515151,0.1707763671875,0.262451171875,0.125,0.0,0.0,0.27499999999999997,0.06511627906976744,0.05581395348837209,0.15813953488372093
0.11393939393939394,0.1766357421875,0.27099609375,0.125,0.0,0.0,0.3,0.06511627906976744,0.05581395348837209,0.15813953488372093
0.11636363636363636,0.1827392578125,0.279541015625,0.125,0.0,0.0,0.3,0.06511627906976744,0.05581395348837209,0.16744186046511628
0.11878787878787878,0.188720703125,0.28857421875,0.125,0.0,0.0,0.3,0.06511627906976744,0.06511627906976744,0.16744186046511628
0.12121212121212122,0.1951904296875,0.29736328125,0.125,0.0,0.0,0.325,0.06511627906976744,0.06511627906976744,0.16744186046511628
0.12363636363636363,0.2015380859375,0.306640625,0.125,0.0,0.0,0.325,0.06511627906976744,0.06511627906976744,0.17674418604651163
0.12606060606060604,0.2080078125,0.315673828125,0.125,0.0,0.0,0.325,0.07441860465116279,0.06511627906976744,0.17674418604651163
