Effective Sparsity,Activation Error,Baseline Error,q,k,v,o,gate,up,down
0.001923076923076923,0.00032520294189453125,0.0016126632690429688,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143
0.003846153846153846,0.0006151199340820312,0.00176239013671875,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.007142857142857143
0.005769230769230769,0.0007548332214355469,0.0019092559814453125,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.014285714285714285
0.007692307692307692,0.00086212158203125,0.002071380615234375,0.0,0.0,0.0,0.0,0.007142857142857143,0.007142857142857143,0.014285714285714285
0.009615384615384616,0.0010995864868164062,0.0022563934326171875,0.0,0.0,0.0,0.0,0.007142857142857143,0.007142857142857143,0.02142857142857143
0.011538461538461537,0.00135040283203125,0.00246429443359375,0.0,0.0,0.0,0.0,0.014285714285714285,0.007142857142857143,0.02142857142857143
0.01346153846153846,0.0016508102416992188,0.00270843505859375,0.0,0.0,0.0,0.0,0.014285714285714285,0.007142857142857143,0.02857142857142857
0.015384615384615384,0.0019216537475585938,0.0029888153076171875,0.0,0.0,0.0,0.0,0.014285714285714285,0.014285714285714285,0.02857142857142857
0.017307692307692305,0.002269744873046875,0.003299713134765625,0.0,0.0,0.0,0.0,0.02142857142857143,0.014285714285714285,0.02857142857142857
0.019230769230769232,0.002597808837890625,0.0036468505859375,0.0,0.0,0.0,0.0,0.02142857142857143,0.014285714285714285,0.03571428571428571
0.021153846153846155,0.0030574798583984375,0.00402069091796875,0.0,0.0,0.0,0.0,0.02142857142857143,0.014285714285714285,0.04285714285714286
0.023076923076923075,0.00353240966796875,0.004428863525390625,0.0,0.0,0.0,0.0,0.02857142857142857,0.014285714285714285,0.04285714285714286
0.024999999999999998,0.0039520263671875,0.004871368408203125,0.0,0.0,0.0,0.0,0.02857142857142857,0.02142857142857143,0.04285714285714286
0.02692307692307692,0.00438690185546875,0.005336761474609375,0.025,0.0,0.0,0.0,0.02857142857142857,0.02142857142857143,0.04285714285714286
0.028846153846153848,0.0048065185546875,0.005832672119140625,0.025,0.0,0.0,0.0,0.02857142857142857,0.02142857142857143,0.05
0.03076923076923077,0.00534820556640625,0.006351470947265625,0.025,0.0,0.0,0.0,0.02857142857142857,0.02142857142857143,0.05714285714285715
0.032692307692307694,0.00585174560546875,0.00689697265625,0.025,0.0,0.0,0.0,0.03571428571428571,0.02142857142857143,0.05714285714285715
0.03461538461538462,0.006343841552734375,0.007457733154296875,0.025,0.0,0.0,0.025,0.03571428571428571,0.02142857142857143,0.05714285714285715
0.03653846153846154,0.00685882568359375,0.00804901123046875,0.05,0.0,0.0,0.025,0.03571428571428571,0.02142857142857143,0.05714285714285715
0.038461538461538464,0.00736236572265625,0.00865936279296875,0.05,0.0,0.0,0.025,0.03571428571428571,0.02857142857142857,0.05714285714285715
0.04038461538461539,0.00785064697265625,0.00928497314453125,0.05,0.0,0.0,0.025,0.03571428571428571,0.02857142857142857,0.0642857142857143
0.04230769230769231,0.008392333984375,0.0099334716796875,0.05,0.0,0.0,0.025,0.04285714285714286,0.02857142857142857,0.0642857142857143
0.04423076923076923,0.0089569091796875,0.01061248779296875,0.05,0.0,0.0,0.025,0.04285714285714286,0.02857142857142857,0.07142857142857144
0.04615384615384616,0.00963592529296875,0.0113067626953125,0.05,0.0,0.0,0.025,0.04285714285714286,0.02857142857142857,0.07857142857142858
0.04807692307692308,0.01027679443359375,0.01201629638671875,0.05,0.0,0.0,0.025,0.05,0.02857142857142857,0.07857142857142858
0.05,0.01088714599609375,0.0127410888671875,0.05,0.0,0.0,0.025,0.05,0.03571428571428571,0.07857142857142858
0.051923076923076926,0.01158905029296875,0.01348114013671875,0.05,0.0,0.0,0.025,0.05,0.03571428571428571,0.08571428571428573
0.05384615384615385,0.01227569580078125,0.014251708984375,0.07500000000000001,0.0,0.0,0.025,0.05,0.03571428571428571,0.08571428571428573
0.05576923076923078,0.0129547119140625,0.0150299072265625,0.07500000000000001,0.0,0.0,0.05,0.05,0.03571428571428571,0.08571428571428573
0.057692307692307696,0.01361846923828125,0.015838623046875,0.07500000000000001,0.0,0.0,0.05,0.05714285714285715,0.03571428571428571,0.08571428571428573
0.059615384615384626,0.01432037353515625,0.0166473388671875,0.07500000000000001,0.0,0.0,0.05,0.05714285714285715,0.03571428571428571,0.09285714285714287
0.06153846153846154,0.0150146484375,0.0174713134765625,0.07500000000000001,0.0,0.0,0.05,0.05714285714285715,0.04285714285714286,0.09285714285714287
0.06346153846153847,0.0157012939453125,0.0183258056640625,0.07500000000000001,0.1,0.0,0.05,0.05714285714285715,0.04285714285714286,0.09285714285714287
0.06538461538461539,0.0164337158203125,0.0191650390625,0.07500000000000001,0.1,0.0,0.05,0.0642857142857143,0.04285714285714286,0.09285714285714287
0.06730769230769232,0.0171356201171875,0.0200653076171875,0.07500000000000001,0.1,0.0,0.05,0.0642857142857143,0.04285714285714286,0.10000000000000002
0.06923076923076923,0.0179290771484375,0.0209503173828125,0.07500000000000001,0.1,0.0,0.05,0.0642857142857143,0.04285714285714286,0.10714285714285716
0.07115384615384615,0.01873779296875,0.0218505859375,0.07500000000000001,0.1,0.0,0.05,0.07142857142857144,0.04285714285714286,0.10714285714285716
0.0730769230769231,0.019500732421875,0.0227508544921875,0.07500000000000001,0.1,0.0,0.05,0.07142857142857144,0.05,0.10714285714285716
0.07500000000000001,0.0203094482421875,0.0236968994140625,0.1,0.1,0.0,0.05,0.07142857142857144,0.05,0.10714285714285716
0.07692307692307694,0.0211181640625,0.0246429443359375,0.1,0.1,0.0,0.05,0.07142857142857144,0.05,0.11428571428571431
0.07884615384615386,0.02197265625,0.025604248046875,0.1,0.1,0.0,0.07500000000000001,0.07142857142857144,0.05,0.11428571428571431
0.08076923076923077,0.0227813720703125,0.0265655517578125,0.1,0.1,0.0,0.07500000000000001,0.07857142857142858,0.05,0.11428571428571431
0.0826923076923077,0.0236358642578125,0.027557373046875,0.1,0.1,0.0,0.07500000000000001,0.07857142857142858,0.05,0.12142857142857146
0.08461538461538462,0.02447509765625,0.0285491943359375,0.1,0.1,0.0,0.07500000000000001,0.07857142857142858,0.05714285714285715,0.12142857142857146
0.08653846153846154,0.0253753662109375,0.0295562744140625,0.1,0.1,0.0,0.07500000000000001,0.08571428571428573,0.05714285714285715,0.12142857142857146
0.08846153846153845,0.0262603759765625,0.03057861328125,0.1,0.1,0.0,0.07500000000000001,0.08571428571428573,0.05714285714285715,0.1285714285714286
0.09038461538461541,0.0272369384765625,0.031646728515625,0.125,0.1,0.0,0.07500000000000001,0.08571428571428573,0.05714285714285715,0.1285714285714286
